id,title,slug,content,excerpt,categoryId,metaTitle,metaDescription,published,publishedAt,createdAt,updatedAt
641a5f75-bb89-4d39-91c2-3d2eacba1896,"Interpunkcja w wyliczeniach – jak stosowaæ przecinki, myœlniki i œredniki?",interpunkcja-w-wyliczeniach-jak-stosowac-przecinki-myslniki-i-sredniki,"<!-- wp:paragraph -->
<p>Wyliczenia w tekœcie to du¿e wyzwanie dla autora – równie¿ pod k¹tem interpunkcji. W takim razie jakie znaki stosowaæ, wymieniaj¹c w zdaniu wyrazy jeden po drugim? Czy zasady jêzyka polskiego jasno okreœlaj¹ kwestiê wypunktowañ? Poszukajmy odpowiedzi na to pytanie.</p>
<!-- /wp:paragraph -->

<!-- wp:heading -->
<h2 class=""wp-block-heading"">Wyliczenia w zdaniu ci¹g³ym – kiedy przecinek, kiedy œrednik?</h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>Analizuj¹c wypunktowania w tekœcie pod k¹tem interpunkcji, nale¿y wzi¹æ pod uwagê dwie kwestie: sposób zapisu wyliczanych wyrazów b¹dŸ zdañ oraz ich d³ugoœæ. Je¿eli mamy do czynienia z krótkimi wyliczeniami w zdaniu ci¹g³ym, z regu³y rozdziela siê je przecinkami.</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul><!-- wp:list-item -->
<li>Jutro jedziemy w góry, nad jezioro, do apartamentu, do restauracji.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p>Jeœli jednak wyliczenia dotycz¹ nie pojedynczych wyrazów czy kilku s³ów, lecz zdañ – szczególnie z³o¿onych – czytelniejszym rozwi¹zaniem jest zastosowanie œredników.</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul><!-- wp:list-item -->
<li>Jutro jedziemy w góry, gdzie bêdziemy przechadzaæ siê pieszo; nad jezioro, aby pop³ywaæ kajakiem i siê poopalaæ; do apartamentu, w którym siê meldujemy i zostawiamy baga¿e; do restauracji, ¿eby zakoñczyæ d³ugi dzieñ smaczn¹ kolacj¹.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:heading -->
<h2 class=""wp-block-heading"">Interpunkcja w liœcie wypunktowanej</h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>Inaczej sytuacja wygl¹da przy zapisie wypunktowañ jedno pod drugim w formie listy. W przypadku wyliczenia pojedynczych wyrazów lub krótkich zdañ dopuszczalne jest nawet niestosowanie ¿adnego znaku interpunkcyjnego poza kropk¹ po ostatnim wyliczeniu.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Jutro jedziemy:</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul><!-- wp:list-item -->
<li>w góry</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>nad jezioro</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>do apartamentu</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>do restauracji.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p>Nie jest to idealne rozwi¹zanie pod wzglêdem jêzykowym, ale dopuszczalne. Za w stu procentach poprawny mo¿na natomiast uznaæ zapis zarówno z przecinkami, jak i œrednikami – pod warunkiem ¿e wypunktowanie dotyczy pojedynczych wyrazów b¹dŸ krótkich zdañ.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Jutro jedziemy:</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul><!-- wp:list-item -->
<li>w góry,</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>nad jezioro,</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>do apartamentu,</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>do restauracji.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p>Jutro jedziemy:</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul><!-- wp:list-item -->
<li>w góry;</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>nad jezioro;</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>do apartamentu;</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>do restauracji.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p>Jeœli jednak wyliczenie obejmuje d³u¿sze zdania lub kilka zdañ, zalecam koñczenie wypunktowañ œrednikiem, który jasno daje do zrozumienia o zakoñczeniu danej myœli.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Jutro jedziemy:</p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul><!-- wp:list-item -->
<li>w góry, gdzie bêdziemy przechadzaæ siê pieszo;</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>nad jezioro, aby pop³ywaæ kajakiem i siê poopalaæ;</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>do apartamentu, w którym siê meldujemy i zostawiamy baga¿e;</li>
<!-- /wp:list-item -->

<!-- wp:list-item -->
<li>do restauracji, ¿eby zakoñczyæ d³ugi dzieñ smaczn¹ kolacj¹.</li>
<!-- /wp:list-item --></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p>Warto zwróciæ uwagê, ¿e w ka¿dym z przyk³adów, w których wypunktowanie nastêpuje „z góry na dó³”, akapit pod akapitem, a nie w zdaniu ci¹g³ym, wyliczenie zostaje poprzedzone dwukropkiem.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph {""align"":""center""} -->
<p class=""has-text-align-center"">Jutro jedziemy<strong>:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:heading -->
<h2 class=""wp-block-heading"">Interpunkcja w wypunktowaniach w tekstach marketingowych</h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>Odrêbnym przypadkiem s¹ teksty marketingowe i reklamowe, w których stosuje siê przewa¿nie wypunktowania bez ¿adnych znaków interpunkcyjnych. Taki „czysty” zapis mo¿na co prawda uznaæ za nieprawid³owy pod wzglêdem jêzykowym, jednak z punktu widzenia funkcji marketingowej jest lepszy. Brak znaków interpunkcyjnych pozwala bowiem odbiorcy w pe³ni skupiæ siê na przekazywanej treœci.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>PrzyjedŸ do nas i podziwiaj<br>jeziora<br>góry<br>³¹ki<br>lasy</p>
<!-- /wp:paragraph -->","Wyliczenia w tekœcie to du¿e wyzwanie dla autora – równie¿ pod k¹tem interpunkcji. W takim razie jakie znaki stosowaæ, wymieniaj¹c w zdaniu wyrazy jeden po drugim? Czy zasady jêzyka polskiego...",e1d65c0c-2a31-445a-b7d3-508c5e06bbe2,"Interpunkcja w wyliczeniach – jak stosowaæ przecinki, myœlniki i œredniki?","Wyliczenia w tekœcie to du¿e wyzwanie dla autora – równie¿ pod k¹tem interpunkcji. W takim razie jakie znaki stosowaæ, wymieniaj¹c w zdaniu wyrazy jeden po drugim? Czy zasady jêzyka polskiego...",t,2023-06-09 14:35:14,2025-12-11 18:12:00.898,2025-12-11 18:12:00.898
c1c9dc53-a757-41ad-9123-780079684d4e,"Przecinek przed ""gdyby""",przecinek-przed-gdyby,"<strong>„Gdyby”, które funkcjonuje w zdaniu jako spójnik, wprowadza do niego wypowiedzenie podrzêdne warunkowe. Umieszcza siê przed nim przecinek. Je¿eli czêœæ podrzêdna zdania znajduje siê na jego pocz¹tku, to oba cz³ony konstrukcji z³o¿onej oddziela siê przecinkiem lub myœlnikiem:</strong>
<!--more-->
<ul>
	<li>- Zda³abym egzamin, gdybym siê lepiej uczy³a.</li>
	<li>- Zd¹¿y³by na czas, gdyby wyjecha³ z domu wczeœniej.</li>
	<li>- Gdybyœ chcia³a, to zabiorê Ciê na gor¹c¹ czekoladê.</li>
</ul>
W pewnych sytuacjach „gdyby” ³¹czy siê z innymi wyrazami w spójnik zestawiony, np. „na wypadek gdyby”, „w razie gdyby”, „w wypadku gdyby”. Przecinek w takiej sytuacji stawia siê przed ca³ym po³¹czeniem:
<ul>
	<li>- W razie gdybyœcie mieli siê spóŸniæ, to przyœlijcie mi jak¹œ wiadomoœæ.</li>
	<li>- Za³atwi³em jeszcze jeden dzieñ do wykonania projektu, na wypadek gdyby zabrak³o nam czasu na zrealizowanie ca³oœci.</li>
</ul>
„Gdyby” mo¿e te¿ rozpoczynaæ zdanie pojedyncze, które oznacza g³êbokie po¿¹danie czegoœ. Na koñcu takiego zdania umieszcza siê odpowiedni znak interpunkcyjny koñcz¹cy zdanie:
<ul>
	<li>- Gdyby mo¿na by³o cofn¹æ czas!</li>
	<li>- Gdybyœ zechcia³a do mnie napisaæ...</li>
</ul>","„Gdyby”, które funkcjonuje w zdaniu jako spójnik, wprowadza do niego wypowiedzenie podrzêdne warunkowe. Umieszcza siê przed nim przecinek. Je¿eli czêœæ podrzêdna zdania znajduje siê na jego pocz¹tku, to oba cz³ony...",434d48d9-f4c3-4412-90a4-de73d3e8356b,"Przecinek przed ""gdyby""","„Gdyby”, które funkcjonuje w zdaniu jako spójnik, wprowadza do niego wypowiedzenie podrzêdne warunkowe. Umieszcza siê przed nim przecinek. Je¿eli czêœæ podrzêdna zdania znajduje siê na jego pocz¹tku, to oba cz³ony...",t,2011-07-20 14:59:05,2025-12-11 18:12:00.905,2025-12-11 18:12:00.905
e7dcd45b-67fa-43d8-8049-85f13a6d4dfa,"Przecinek przed ""gdy""",przecinek-przed-gdy,"Zadaniem spójnika „gdy” jest wprowadzanie do zdania wypowiedzenia podrzêdnego. Umieszcza siê przed nim przecinek. W momencie, gdy czêœæ podrzêdna zdania znajduje siê na jego pocz¹tku lub w jego œrodku, to oba cz³ony tego zdania oddziela siê przecinkiem lub przecinkami:
<!--more-->
<ul>
	<li>- Gdy jecha³am autobusem, ktoœ spotka³em znajomego.</li>
	<li>- Zgasiliœmy ognisko, gdy zrobi³o siê ciemno.</li>
	<li>- Gdy masz ochotê na lody, przyjdŸ do lodziarni na starówce.</li>
	<li>- Kiedyœ, gdy siê spotkamy, po¿yczê Ci tê ksi¹¿kê.</li>
</ul>
<strong>Czasami spójnik „gdy” tworzy z zaimkiem lub przys³ówkiem rodzaj spójnika zestawionego</strong>, takiego jak: „dopiero gdy”, „z chwil¹ gdy”, „teraz gdy”, „wiem gdy”, „potem gdy”, „wtedy gdy”, „w³aœnie gdy”. Przecinek w zdaniach z takimi zestawieniami umieszcza siê przed ca³ym po³¹czeniem:
<ul>
	<li>- Zda³a sobie sprawê z tego, co zrobi³a, dopiero gdy wytrzeŸwia³a.</li>
	<li>- Andrzej poczu³ siê bardzo Ÿle, z chwil¹ gdy dowiedzia³ siê, ¿e jako jedyny nie zda³ egzaminu.</li>
</ul>","Zadaniem spójnika „gdy” jest wprowadzanie do zdania wypowiedzenia podrzêdnego. Umieszcza siê przed nim przecinek. W momencie, gdy czêœæ podrzêdna zdania znajduje siê na jego pocz¹tku lub w jego œrodku, to...",434d48d9-f4c3-4412-90a4-de73d3e8356b,"Przecinek przed ""gdy""","Zadaniem spójnika „gdy” jest wprowadzanie do zdania wypowiedzenia podrzêdnego. Umieszcza siê przed nim przecinek. W momencie, gdy czêœæ podrzêdna zdania znajduje siê na jego pocz¹tku lub w jego œrodku, to...",t,2011-07-20 14:57:28,2025-12-11 18:12:00.907,2025-12-11 18:12:00.907
6dae144c-2b3f-45e5-adb5-048f695d6917,"Przecinek przed ""dlatego""",przecinek-przed-dlatego,"Popularny w polskiej interpunkcji spójnik „dlatego” ³¹czy wypowiedzenia wspó³rzêdne o charakterze wynikowym. Umieszcza siê przed nim przecinek lub dwukropek:
<!--more-->
<ul>
	<li>- Musze sprzedaæ swoje stare wazony, dlatego wezmê je jutro na rynek.</li>
	<li>- Przyst¹pisz jutro do egzaminu na prawo jazdy, dlatego przypomnij sobie wszystkie przepisy zwi¹zane z ruchem ulicznym.</li>
</ul>
<strong>„Dlatego” w funkcji zaimka zapowiada wypowiedzenie podrzêdne przyczynowe</strong>. Przecinek umieszcza siê w zdaniu po „dlatego”, a przed spójnikiem podrzêdnym:
<ul>
	<li>- Nie zda³a egzaminu dlatego, ¿e by³a nienauczona.</li>
	<li>- Ubra³ siê w pi¿amê  dlatego, ¿e szed³ spaæ.</li>
</ul>","Popularny w polskiej interpunkcji spójnik „dlatego” ³¹czy wypowiedzenia wspó³rzêdne o charakterze wynikowym. Umieszcza siê przed nim przecinek lub dwukropek: - Musze sprzedaæ swoje stare wazony, dlatego wezmê je jutro na...",434d48d9-f4c3-4412-90a4-de73d3e8356b,"Przecinek przed ""dlatego""","Popularny w polskiej interpunkcji spójnik „dlatego” ³¹czy wypowiedzenia wspó³rzêdne o charakterze wynikowym. Umieszcza siê przed nim przecinek lub dwukropek: - Musze sprzedaæ swoje stare wazony, dlatego wezmê je jutro na...",t,2011-07-20 14:55:33,2025-12-11 18:12:00.909,2025-12-11 18:12:00.909
a9cef092-04fa-4c89-8096-bdeeb472e881,"Przecinek przed ""dlaczego""",przecinek-przed-dlaczego,"Zaimek „dlaczego” wprowadza wypowiedzenia podrzêdne. Umieszcza siê przed nim przecinek. W sytuacji, gdy spójnik ten znajduje siê na pocz¹tku zdania z³o¿onego, to przecinek umieszcza siê po czêœci nadrzêdnej, a na koñcu tego zdania stawia siê pytajnik, lecz tylko wtedy, gdy zdanie nadrzêdne ma charakter pytania:
<ul>
	<li>- Nie wiem, dlaczego tak post¹pi³em.</li>
	<li>- Dlaczego tak post¹pi³, nigdy siê nie dowiedzia³.</li>
	<li>- Czy wiesz, dlaczego Karolina by³a dzisiaj smutna?</li>
	<li>- S³ysza³eœ mo¿e, dlaczego £ukasz nakrzycza³ na Ewelinê?</li>
</ul>
<strong>Je¿eli „dlaczego” znajduje siê na koñcu zdania, nie stawia siê przed nim przecinka:</strong>
<ul>
	<li>- Zapomnia³am zrobiæ zakupy i nie wiem dlaczego.</li>
	<li>- Nie zda³am egzaminu i nie mam pojêcia dlaczego.</li>
	<li>- Konserwatyœci potêpiaj¹ wszelkie nowe idee ma³¿eñstw innych ni¿ te, w które wstêpuj¹ mê¿czyzna i kobieta. £atwo siê domyœliæ dlaczego.</li>
</ul>
<strong>Zaimek „dlaczego” rozpoczyna te¿ czasami pytania samoistne i zdania ekspresywne</strong>:
<ul>
	<li>- Dlaczego spotka³o to w³aœnie mnie?</li>
	<li>- Dlaczego p³aczesz?</li>
	<li>- Dlaczego nie zda³aœ egzaminu?</li>
</ul>
","Zaimek „dlaczego” wprowadza wypowiedzenia podrzêdne. Umieszcza siê przed nim przecinek. W sytuacji, gdy spójnik ten znajduje siê na pocz¹tku zdania z³o¿onego, to przecinek umieszcza siê po czêœci nadrzêdnej, a na...",434d48d9-f4c3-4412-90a4-de73d3e8356b,"Przecinek przed ""dlaczego""","Zaimek „dlaczego” wprowadza wypowiedzenia podrzêdne. Umieszcza siê przed nim przecinek. W sytuacji, gdy spójnik ten znajduje siê na pocz¹tku zdania z³o¿onego, to przecinek umieszcza siê po czêœci nadrzêdnej, a na...",t,2011-07-20 14:54:08,2025-12-11 18:12:00.911,2025-12-11 18:12:00.911
1de55222-e3e6-4e7a-920d-1d3ac65f2629,"Przecinek przed ""czemu""",przecinek-przed-czemu,"<strong>Zaimek ten wprowadza ró¿ne wypowiedzenia podrzêdne i jest synonimiczny wyrazu „czego”. Umieszcza siê przed nim przecinek.</strong> Je¿eli jednak czêœæ podrzêdna wystêpuje na pocz¹tku zdania z³o¿onego, to oddziela siê przecinkiem oba cz³ony:
<ul>
	<li>- Napisz mi smsa, czemu siê spóŸniasz.</li>
	<li>- Ju¿ wiem, czemu Andrzej nie odbiera³ telefonów.</li>
	<li>- Nie rozumiem, czemu siê z³oœcisz?</li>
</ul>
Zaimek „czemu” rozpoczyna te¿ pytania samoistne:
<ul>
	<li>- Czemu nie przyjecha³aœ na czas?</li>
	<li>- Czemu tak Ÿle siê czujê?</li>
</ul>","Zaimek ten wprowadza ró¿ne wypowiedzenia podrzêdne i jest synonimiczny wyrazu „czego”. Umieszcza siê przed nim przecinek. Je¿eli jednak czêœæ podrzêdna wystêpuje na pocz¹tku zdania z³o¿onego, to oddziela siê przecinkiem oba...",434d48d9-f4c3-4412-90a4-de73d3e8356b,"Przecinek przed ""czemu""","Zaimek ten wprowadza ró¿ne wypowiedzenia podrzêdne i jest synonimiczny wyrazu „czego”. Umieszcza siê przed nim przecinek. Je¿eli jednak czêœæ podrzêdna wystêpuje na pocz¹tku zdania z³o¿onego, to oddziela siê przecinkiem oba...",t,2011-07-20 14:49:25,2025-12-11 18:12:00.916,2025-12-11 18:12:00.916
51b6ff53-34da-4d0a-84ce-6f7d697791b3,"Przecinek przed ""co""",przecinek-przed-co,"<strong>Zaimek „co” mo¿e wprowadzaæ ró¿ne wypowiedzenia podrzêdne</strong>. Stawia siê w takiej sytuacji przed nim przecinek. Jednak w momencie, gdy czêœæ podrzêdna wystêpuje na pocz¹tku zdania z³o¿onego lub w œrodku zdania nadrzêdnego, to oba cz³ony oddziela siê przecinkiem lub przecinkami:
<ul>
	<li>- Nie widzia³em tego, co by³o wczeœniej.</li>
	<li>- Nie lubiê tego, co jest smutne.</li>
</ul>
<strong>Je¿eli zaimek „co” pojawi siê w konstrukcjach z dwoma czasownikami</strong>, takimi jak: „robiæ”, „jeœæ” itd., to nie stawia siê przecinka przed nim
<ul>
	<li>- Pada deszcz i nie mam co robiæ.</li>
	<li>- Kupi³em trochê jedzenia i mam w koñcu co jeœæ.</li>
	<li>- Wróci³am do domu wczeœniej, bo u Gosi nie mia³am co robiæ.</li>
</ul>
Zaimek „co” ³¹czy siê w przytoczonych zdaniach z bezokolicznikiem, a ca³oœæ tworzy jeden uk³ad predykatywny.
<strong>„Co” mo¿e wyst¹piæ w zdaniu te¿ jako spójnik, który wprowadza wypowiedzenie podrzêdne</strong>. Pojawia siê on wtedy zazwyczaj na pocz¹tku wypowiedzenia z³o¿onego. Oba sk³adniki zdania oddziela siê tu przecinkiem lub myœlnikiem:
<ul>
	<li>- Co rzuci³, nie trafi³.</li>
	<li>- Co zajrzê – pusto.</li>
	<li>- Co losowanie, to stracone pieni¹dze.</li>
</ul>
<strong>W sytuacji, gdy „co” w zdaniu bêdzie pe³niæ funkcjê partyku³y wzmacniaj¹cej</strong>, to nie oddziela siê tego wyrazu od pozosta³ych wyrazów znajduj¹cych siê w zdaniu:
<ul>
	<li>- Pani z opieki odwiedzaæ was bêdzie co najmniej raz na tydzieñ.</li>
	<li>- Nie lubiê czytaæ, dlatego opuszczam co drug¹ stronê.</li>
	<li>- Zmieniam studnia regularnie co rok.</li>
	<li>- Ma³o co zarobi³em w tym tygodniu.</li>
</ul>
<strong>Wyraz „co” mo¿e w po³¹czeniu z okreœlonymi przymiotnikami lub przys³ówkami</strong> o stopniu wy¿szym i najwy¿szym tworzyæ wtr¹cenia, które wydziela siê przecinkami lub myœlnikami:
<ul>
	<li>- Wszystko mi przeszkadza³o i, co najwa¿niejsze, nawet ja sam sobie zacz¹³em przeszkadzaæ.</li>
	<li>- Chcia³am wpaœæ z wizyt¹ do Londynu – co ciekawe – zakupi³am ju¿ bilet.</li>
</ul>
<strong>Je¿eli ""co"" wystêpuje przed orzeczeniem (czasownikiem), nale¿y wówczas postawiæ przecinek, tak jak w poni¿szych przyk³adach:</strong>
<ul>
	<li>- Mój dom jest wszystkim, co kocham.</li>
	<li>- Coœ, co lubiê najbardziej, to p¹czki.</li>
	<li>- Zobacz, co zrobi³eœ!</li>
</ul>
","Zaimek „co” mo¿e wprowadzaæ ró¿ne wypowiedzenia podrzêdne. Stawia siê w takiej sytuacji przed nim przecinek. Jednak w momencie, gdy czêœæ podrzêdna wystêpuje na pocz¹tku zdania z³o¿onego lub w œrodku zdania...",434d48d9-f4c3-4412-90a4-de73d3e8356b,"Przecinek przed ""co""","Zaimek „co” mo¿e wprowadzaæ ró¿ne wypowiedzenia podrzêdne. Stawia siê w takiej sytuacji przed nim przecinek. Jednak w momencie, gdy czêœæ podrzêdna wystêpuje na pocz¹tku zdania z³o¿onego lub w œrodku zdania...",t,2011-07-20 14:46:54,2025-12-11 18:12:00.918,2025-12-11 18:12:00.918
5b679a0b-d92b-476c-b1ff-1b8429a373f8,"Przecinek przed ""chyba""",przecinek-przed-chyba,"<strong>Spójnik „chyba” wprowadza zdanie lub jego czêœæ, oznaczaj¹c¹ wyj¹tek, ograniczenie lub przeciwstawienie. Stawia siê przed nim przecinek, kropkê lub œrednik.</strong> Je¿eli spójnik „chyba” wystêpuje w funkcji zestawionej, to umieszcza siê znak interpunkcyjny przed ca³ym zestawieniem, a nie przed „¿e” lub „¿eby”:<!--more-->
<ul>
	<li>- Nie przyjdê do ciebie, chyba ¿e mnie zaprosisz.</li>
	<li>- Wpadnê o 14, chyba ¿e bêd¹ korki, to siê trochê spóŸniê.</li>
</ul>
<strong>„Chyba”, które pojawi siê w zdaniu jako partyku³a, os³abia treœæ zdania lub jego czêœci</strong>. Nie oddziela siê w takim wypadku tej partyku³y od innych wyrazów:
<ul>
	<li>- Chyba dam radê.</li>
	<li>- On chyba zg³upia³.</li>
	<li>- Ona ma chyba du¿¹ nadwagê.</li>
</ul>","Spójnik „chyba” wprowadza zdanie lub jego czêœæ, oznaczaj¹c¹ wyj¹tek, ograniczenie lub przeciwstawienie. Stawia siê przed nim przecinek, kropkê lub œrednik. Je¿eli spójnik „chyba” wystêpuje w funkcji zestawionej, to umieszcza siê...",434d48d9-f4c3-4412-90a4-de73d3e8356b,"Przecinek przed ""chyba""","Spójnik „chyba” wprowadza zdanie lub jego czêœæ, oznaczaj¹c¹ wyj¹tek, ograniczenie lub przeciwstawienie. Stawia siê przed nim przecinek, kropkê lub œrednik. Je¿eli spójnik „chyba” wystêpuje w funkcji zestawionej, to umieszcza siê...",t,2011-07-20 14:44:34,2025-12-11 18:12:00.919,2025-12-11 18:12:00.919
eaf8e5cf-0ed0-4a27-aecf-9d47109b07da,"Przecinek przed ""choæ""",przecinek-przed-choc,"<strong>„Choæ” jest spójnikiem wprowadzaj¹cym wypowiedzenia podrzêdne lub czêœci zdania, przed którym stawia siê przecinek.</strong> Zdanie podrzêdne zbudowane z „choæ” mo¿e równie¿ poprzedzaæ czêœæ nadrzêdn¹ lub wystêpowaæ w jej œrodku. Oba cz³ony oddziela siê wtedy przecinkiem lub nawet dwoma:
<!--more-->
<ul>
	<li>- £ukasz ma dobre oceny, choæ wcale du¿o siê nie uczy.</li>
	<li>- Zrobi³ pracê ju¿ na dzisiaj, choæ nikt go oto nie prosi³.</li>
	<li>- Choæ kandydatów nie by³o wielu, to i tak nie wszystkich zakwalifikowano.</li>
</ul>
<strong>„Choæ” mo¿e pojawiæ siê w zdaniu wraz z osobnym sk³adnikiem</strong> – „to (jednak)”. Oba te cz³ony tworz¹ w zdaniu spójnik skorelowany, przed którego drugim cz³onem stawia siê przecinek:
<ul>
	<li>- Choæ tak du¿o zdoby³em, to nie czujê siê szczêœliwy.</li>
	<li>- Choæ muchy wydaj¹ siê nam obrzydliwe, to ¿aby je spo¿ywaj¹ chêtnie.</li>
	<li>- Choæ wszyscy byliœmy bardzo zmêczeni, to ¿aden z nas nie powiedzia³ s³owa w obawie przed reakcj¹ lidera.</li>
</ul>
<strong>Wyraz „choæ” mo¿e te¿ pe³niæ w zdaniu funkcjê partyku³y</strong>. Uwydatnia on wtedy treœæ synonimów: „bodaj, „przynajmniej”. Nie oddziela siê go w takiej sytuacji od innych wyrazów:
<ul>
	<li>- Powiedz choæ s³owo, a siê zdenerwujê!</li>
	<li>- Daj mi czas choæ do jutra.</li>
</ul>
","„Choæ” jest spójnikiem wprowadzaj¹cym wypowiedzenia podrzêdne lub czêœci zdania, przed którym stawia siê przecinek. Zdanie podrzêdne zbudowane z „choæ” mo¿e równie¿ poprzedzaæ czêœæ nadrzêdn¹ lub wystêpowaæ w jej œrodku. Oba...",434d48d9-f4c3-4412-90a4-de73d3e8356b,"Przecinek przed ""choæ""","„Choæ” jest spójnikiem wprowadzaj¹cym wypowiedzenia podrzêdne lub czêœci zdania, przed którym stawia siê przecinek. Zdanie podrzêdne zbudowane z „choæ” mo¿e równie¿ poprzedzaæ czêœæ nadrzêdn¹ lub wystêpowaæ w jej œrodku. Oba...",t,2011-07-20 14:42:45,2025-12-11 18:12:00.922,2025-12-11 18:12:00.922
800a72d5-73cf-450b-81e8-ad785250ce06,"Przecinek przed ""chocia¿""",przecinek-przed-chociaz,"<strong>Spójnik „chocia¿” pe³ni funkcjê wprowadzaj¹c¹ wobec wypowiedzeñ podrzêdnych lub czêœci zdania. Umieszcza siê przed nim przecinek</strong>, a w momencie gdy rozpoczyna on zdanie z³o¿one, oddziela siê przecinkiem czêœæ nadrzêdn¹ zdania:
<!--more-->
<ul>
	<li>- Pojedziemy do babci, chocia¿ nie wiem, czy jest w domu.</li>
	<li>- Chocia¿ jestem zmêczony, to pracujê nadal.</li>
	<li>- On jest bardzo inteligentny, chocia¿ uczy siê s³abo.</li>
	<li>- Koleje pañstwowe, chocia¿ s¹, jakie s¹, to jednak nie ma czêsto innej alternatywy transportu.</li>
</ul>
<strong>Wraz ze spójnikiem „chocia¿” mo¿e wyst¹piæ sk³adnik „to (jednak)” </strong>i razem stworz¹ spójnik skorelowany. Przed drugim cz³onem korelacji stawia siê przecinek:
<ul>
	<li>- Chocia¿ by³ jeszcze m³ody, to czêsto dokucza³y mu plecy.</li>
	<li>- Chocia¿ by³ jeszcze m³ody, to jednak czêsto dokucza³y mu plecy.</li>
	<li>- Chocia¿ pracowa³ bardzo ciê¿ko, jednak nie zda³ prawa jazdy.</li>
</ul>
<strong>Spójnik „chocia¿” mo¿e przybraæ funkcjê partyku³y uwydatniaj¹cej ró¿ne treœci:</strong> synonim „bodaj” lub „przynajmniej”. Nie oddziela siê jej przecinkiem od innych wyrazów:
<ul>
	<li>- Daj mi chocia¿ parê z³otych!</li>
	<li>- Odrób dzisiaj chocia¿ po³owê lekcji.</li>
</ul>","Spójnik „chocia¿” pe³ni funkcjê wprowadzaj¹c¹ wobec wypowiedzeñ podrzêdnych lub czêœci zdania. Umieszcza siê przed nim przecinek, a w momencie gdy rozpoczyna on zdanie z³o¿one, oddziela siê przecinkiem czêœæ nadrzêdn¹ zdania:...",434d48d9-f4c3-4412-90a4-de73d3e8356b,"Przecinek przed ""chocia¿""","Spójnik „chocia¿” pe³ni funkcjê wprowadzaj¹c¹ wobec wypowiedzeñ podrzêdnych lub czêœci zdania. Umieszcza siê przed nim przecinek, a w momencie gdy rozpoczyna on zdanie z³o¿one, oddziela siê przecinkiem czêœæ nadrzêdn¹ zdania:...",t,2011-07-20 14:40:40,2025-12-11 18:12:00.924,2025-12-11 18:12:00.924
